Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Won Opps,Increase,5.94%,23.0,410.0,387.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Won ARR,Increase,6.62%,127739.66999999993,2058732.92,1930993.25
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,0.63%,31.653164051174826,5021.299804878048,4989.646640826873
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Win Rate (Count),Increase,22.04%,10.920119807069824,60.47197640117994,49.55185659411011
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,33.92%,15.935450935904711,62.91219512195122,46.97674418604651
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-14893316.81,0.0,14893316.81
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-1119.0,0.0,1119.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Total ARR,Decrease,-32.84%,-2956013.490000001,6045291.64,9001305.13
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Opps,Decrease,-61.07%,-822.0,524.0,1346.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Won Opps,Decrease,-46.28%,-87.0,101.0,188.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Won ARR,Increase,2.87%,39642.32999999961,1421251.9899999998,1381609.6600000001
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Avg Sales Price,Increase,91.48%,6722.814327996625,14071.801881188116,7348.98755319149
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Win Rate (Count),Increase,38.69%,5.408101377819323,19.385796545105567,13.977695167286244
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,34.55%,16.992047609016225,66.17821782178218,49.18617021276596
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-13364567.44,0.0,13364567.44
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-759.0,0.0,759.0
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Total ARR,Decrease,-1.05%,-53301.55750000011,5008324.67,5061626.2275
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Opps,Decrease,-5.77%,-42.0,686.0,728.0
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Won Opps,Decrease,-0.18%,-0.75,410.0,410.75
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Won ARR,Decrease,-8.77%,-197949.18500000006,2058732.92,2256682.105
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Avg Sales Price,Decrease,-8.91%,-491.24586270096916,5021.299804878048,5512.545667579017
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Win Rate (Count),Increase,5.47%,3.1342552285024823,60.47197640117994,57.337721172677455
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Avg Sales Cycle,Increase,1.38%,0.8575943892037614,62.91219512195122,62.05460073274746
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-10449345.085,0.0,10449345.085
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-940.75,0.0,940.75
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Total ARR,Decrease,-15.78%,-1132308.9325,6045291.64,7177600.5725
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Opps,Decrease,-37.04%,-308.25,524.0,832.25
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Won Opps,Decrease,-24.77%,-33.25,101.0,134.25
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Won ARR,Increase,21.70%,253422.55249999976,1421251.9899999998,1167829.4375
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Avg Sales Price,Increase,56.14%,5059.541216428901,14071.801881188116,9012.260664759215
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Win Rate (Count),Increase,15.69%,2.6290887004673245,19.385796545105567,16.756707844638242
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Avg Sales Cycle,Decrease,-1.90%,-1.2819754443066813,66.17821782178218,67.46019326608887
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-9984932.5975,0.0,9984932.5975
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-604.75,0.0,604.75
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Total ARR,Increase,1.36%,68131.38999999966,5076456.06,5008324.67
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Opps,Decrease,-2.33%,-16.0,670.0,686.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Won Opps,Decrease,-8.54%,-35.0,375.0,410.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Won ARR,Decrease,-2.67%,-54987.70999999996,2003745.21,2058732.92
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,6.41%,322.0207551219519,5343.32056,5021.299804878048
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Win Rate (Count),Decrease,-6.61%,-3.9960727867221024,56.475903614457835,60.47197640117994
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,6.51%,4.098471544715444,67.01066666666667,62.91219512195122
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Total ARR,Decrease,-0.91%,-55032.59999999963,5990259.04,6045291.64
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Opps,Decrease,-4.96%,-26.0,498.0,524.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Won Opps,Increase,4.95%,5.0,106.0,101.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Won ARR,Decrease,-23.23%,-330174.56999999983,1091077.42,1421251.9899999998
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Avg Sales Price,Decrease,-26.85%,-3778.6186736409472,10293.183207547168,14071.801881188116
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Win Rate (Count),Increase,10.02%,1.9421712617354814,21.32796780684105,19.385796545105567
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-1.77%,-1.1687838595180295,65.00943396226415,66.17821782178218
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Total ARR,Increase,23.73%,973609.1599999997,5076456.06,4102846.9
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Opps,Increase,7.20%,45.0,670.0,625.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-1.06%,-4.0,375.0,379.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Won ARR,Decrease,-6.33%,-135452.6200000001,2003745.21,2139197.83
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Avg Sales Price,Decrease,-5.33%,-301.0008911873356,5343.32056,5644.321451187336
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-7.61%,-4.653128643606685,56.475903614457835,61.12903225806452
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-1.39%,-0.9471169744942785,67.01066666666667,67.95778364116094
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-12242517.73,0.0,12242517.73
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-951.0,0.0,951.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Total ARR,Decrease,-7.25%,-468114.4400000004,5990259.04,6458373.48
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Opps,Decrease,-30.25%,-216.0,498.0,714.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-23.19%,-32.0,106.0,138.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Won ARR,Decrease,-4.96%,-56987.49000000022,1091077.42,1148064.9100000001
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Avg Sales Price,Increase,23.73%,1973.872265518181,10293.183207547168,8319.310942028987
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Win Rate (Count),Increase,10.04%,1.9459453349309364,21.32796780684105,19.382022471910112
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-14.05%,-10.628247197156142,65.00943396226415,75.6376811594203
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-11378951.44,0.0,11378951.44
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-592.0,0.0,592.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Total ARR,Increase,1.87%,93186.51999999862,5076456.06,4983269.540000001
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Opps,Decrease,-4.66%,-32.75,670.0,702.75
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Won Opps,Decrease,-9.96%,-41.5,375.0,416.5
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Won ARR,Decrease,-12.45%,-284871.8125,2003745.21,2288617.0225
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Avg Sales Price,Decrease,-3.21%,-177.13839859181098,5343.32056,5520.458958591811
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Win Rate (Count),Decrease,-5.98%,-3.591847509987076,56.475903614457835,60.06775112444491
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Avg Sales Cycle,Increase,1.47%,0.9722031999430243,67.01066666666667,66.03846346672364
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-6726015.8825,0.0,6726015.8825
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-661.0,0.0,661.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Total ARR,Decrease,-6.96%,-448338.16000000015,5990259.04,6438597.2
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Opps,Decrease,-20.54%,-128.75,498.0,626.75
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Won Opps,Decrease,-5.78%,-6.5,106.0,112.5
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Won ARR,Decrease,-7.36%,-86662.6000000001,1091077.42,1177740.02
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Avg Sales Price,Decrease,-3.74%,-399.7810392112042,10293.183207547168,10692.964246758373
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Win Rate (Count),Increase,17.78%,3.219234617747972,21.32796780684105,18.108733189093076
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Avg Sales Cycle,Decrease,-9.34%,-6.698771206078774,65.00943396226415,71.70820516834293
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-6643790.7375,0.0,6643790.7375
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-415.0,0.0,415.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Total ARR,Increase,25.48%,1293342.6300000008,6369798.69,5076456.06
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Opps,Increase,8.06%,54.0,724.0,670.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-4.80%,-18.0,357.0,375.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Won ARR,Increase,1.88%,37654.18000000017,2041399.3900000001,2003745.21
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,7.02%,374.8850142296924,5718.2055742296925,5343.32056
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-11.09%,-6.264933150322818,50.210970464135016,56.475903614457835
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Avg Sales Cycle,Increase,19.01%,12.740033613445377,79.75070028011204,67.01066666666667
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Total ARR,Decrease,-8.56%,-512789.1299999999,5477469.91,5990259.04
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Opps,Increase,1.41%,7.0,505.0,498.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-6.60%,-7.0,99.0,106.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Won ARR,Decrease,-19.41%,-211802.31999999995,879275.1,1091077.42
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Avg Sales Price,Decrease,-13.71%,-1411.6165408805027,8881.566666666666,10293.183207547168
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Win Rate (Count),Decrease,-7.72%,-1.6460592581332953,19.681908548707753,21.32796780684105
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-0.93%,-0.6053935582237528,64.4040404040404,65.00943396226415
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Total ARR,Increase,20.87%,1099941.29,6369798.69,5269857.4
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Opps,Decrease,-10.51%,-85.0,724.0,809.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Won Opps,Decrease,-26.09%,-126.0,357.0,483.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Won ARR,Decrease,-17.97%,-447129.4700000002,2041399.3900000001,2488528.8600000003
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,10.98%,565.9719096334184,5718.2055742296925,5152.233664596274
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Win Rate (Count),Decrease,-16.73%,-10.088655004029782,50.210970464135016,60.2996254681648
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,26.95%,16.92875411033979,79.75070028011204,62.821946169772254
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-7049776.56,0.0,7049776.56
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-783.0,0.0,783.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Total ARR,Decrease,-21.32%,-1483847.0999999996,5477469.91,6961317.01
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Opps,Decrease,-27.96%,-196.0,505.0,701.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Won Opps,Decrease,-10.00%,-11.0,99.0,110.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Won ARR,Decrease,-13.52%,-137467.3600000001,879275.1,1016742.4600000001
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Avg Sales Price,Decrease,-3.91%,-361.5466060606086,8881.566666666666,9243.113272727274
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Win Rate (Count),Increase,24.89%,3.922596227790848,19.681908548707753,15.759312320916905
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-10.87%,-7.850505050505049,64.4040404040404,72.25454545454545
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-7330641.3,0.0,7330641.3
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-487.0,0.0,487.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Total ARR,Increase,21.87%,1143126.8600000003,6369798.69,5226671.83
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Opps,Increase,1.40%,10.0,724.0,714.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Won Opps,Decrease,-14.08%,-58.5,357.0,415.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Won ARR,Decrease,-9.46%,-213354.47749999957,2041399.3900000001,2254753.8674999997
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Avg Sales Price,Increase,5.01%,272.99683843471576,5718.2055742296925,5445.208735794977
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Win Rate (Count),Decrease,-14.76%,-8.693498499408221,50.210970464135016,58.90446896354324
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Avg Sales Cycle,Increase,21.20%,13.949016057011974,79.75070028011204,65.80168422310007
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-3665386.45,0.0,3665386.45
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-423.25,0.0,423.25
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Total ARR,Decrease,-13.35%,-844098.6799999997,5477469.91,6321568.59
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,# of Opps,Decrease,-11.83%,-67.75,505.0,572.75
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,# of Won Opps,Decrease,-5.26%,-5.5,99.0,104.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Won ARR,Decrease,-24.43%,-284218.0475,879275.1,1163493.1475
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Avg Sales Price,Decrease,-20.60%,-2304.8656464712512,8881.566666666666,11186.432313137917
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Win Rate (Count),Increase,5.84%,1.0866890258819453,19.681908548707753,18.595219522825808
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Avg Sales Cycle,Decrease,-6.73%,-4.647102965013488,64.4040404040404,69.05114336905389
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-3799052.8775,0.0,3799052.8775
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-267.0,0.0,267.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Total ARR,Decrease,-15.49%,-986382.6300000008,5383416.06,6369798.69
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,# of Opps,Decrease,-10.08%,-73.0,651.0,724.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,# of Won Opps,Decrease,-19.89%,-71.0,286.0,357.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Won ARR,Decrease,-11.23%,-229336.15000000014,1812063.24,2041399.3900000001
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,10.80%,617.6798803157617,6335.885454545454,5718.2055742296925
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Win Rate (Count),Decrease,-10.16%,-5.100560369497792,45.110410094637224,50.210970464135016
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-2.87%,-2.289161818573575,77.46153846153847,79.75070028011204
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Total ARR,Increase,3.59%,196762.08000000007,5674231.99,5477469.91
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,# of Opps,Decrease,-3.56%,-18.0,487.0,505.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,# of Won Opps,Increase,15.15%,15.0,114.0,99.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Won ARR,Increase,54.17%,476323.58999999973,1355598.6899999997,879275.1
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Avg Sales Price,Increase,33.89%,3009.6499122807,11891.216578947366,8881.566666666666
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Win Rate (Count),Increase,19.18%,3.7748815747490347,23.456790123456788,19.681908548707753
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Avg Sales Cycle,Increase,18.71%,12.05209994683679,76.45614035087719,64.4040404040404
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Q (FY2025Q3),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,Total ARR,Decrease,-3.04%,-168633.13000000082,5383416.06,5552049.19
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,# of Opps,Decrease,-5.79%,-40.0,651.0,691.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,# of Won Opps,Decrease,-27.41%,-108.0,286.0,394.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,Won ARR,Decrease,-26.58%,-655945.24,1812063.24,2468008.48
