Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,182.64%,"4,915,655.00",Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,71.53%,103.00,Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-16.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-15,331.41",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-11.11,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-38.22%,"-598,677.18",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-55.85%,-105.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-90.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-6,687.45",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-48.13,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,55.51%,"633,991.29",Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-25.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-9,307.09",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-23.81,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,-26.49%,"-314,608.43",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,-62.41%,-166.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-100.00%,-134.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-100.00%,"-3,611.37",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-100.00%,-51.34,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,24.81%,"406,739.72",Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,-49.60%,-125.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-58.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-6,918.89",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-23.02,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,-100.00%,-914.79,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,60.82%,"1,813,917.78",Increase
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-26.60%,-61.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-102.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-8,264.44",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-50.84,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Total ARR,162.92%,"4,713,789.21",Increase
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,# of Opps,73.64%,104.75,Increase
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-13.50,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-23,119.70",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-10.65,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-41.03%,"-673,286.21",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-58.24%,-115.75,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-83.75,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-6,234.67",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-46.59,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-31.45%,-47.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-20.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-13,153.36",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-15.93,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Total ARR,-38.76%,"-552,475.91",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,# of Opps,-63.50%,-174.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-100.00%,-110.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-100.00%,"-3,898.34",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-100.00%,-43.55,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,# of Opps,-55.44%,-158.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-64.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-6,414.98",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-23.92,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-50.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-37.23%,"-1,785,634.26",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-72.19%,-122.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-86.23%,"-6,559,519.57",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-91.09%,-225.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-94.10%,"-910,788.68",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-89.16%,-74.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-97.13%,"-1,725,106.29",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-96.12%,-99.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,-100.73%,"-879,402.86",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,-97.00%,-97.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,-90.98%,"-1,861,371.26",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,-93.70%,-119.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-79.65%,-184.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-112.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-9,991.79",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-49.56,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-61.86%,"-1,699,060.45",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-81.51%,-97.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-16.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-34,939.62",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-13.45,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-95.31%,"-1,159,184.16",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-94.97%,-170.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-81.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-4,569.02",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-46.82,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-96.00%,"-1,223,361.94",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-96.08%,-98.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-19.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-12,931.89",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-18.63,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Total ARR,-100.64%,"-998,347.53",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Opps,-98.74%,-236.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-100.00%,-93.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-100.00%,"-3,471.96",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-100.00%,-39.74,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,-88.82%,"-1,465,710.00",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,-96.98%,-257.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-79.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-6,972.90",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-29.81,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-77.16%,-158.75,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-69.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-6,432.01",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-38.34,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Total ARR,-74.59%,"-3,074,644.11",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-86.90%,-146.00,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-9.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-19,286.84",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-7.87,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-96.17%,"-1,434,405.60",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-94.78%,-163.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-61.25,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-4,562.81",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-34.55,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Total ARR,-97.47%,"-1,968,071.80",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-97.32%,-145.25,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-14.00,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-10,826.59",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-9.97,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Total ARR,-100.47%,"-1,353,226.67",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,# of Opps,-98.71%,-229.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-100.00%,-76.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-100.00%,"-2,995.50",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-100.00%,-30.71,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Total ARR,-91.08%,"-1,883,127.92",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,# of Opps,-96.85%,-245.75,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-49.75,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-4,685.26",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-18.16,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-55.52%,"-1,671,767.14",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-78.72%,-37.00,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-68.69%,"-719,639.60",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-90.91%,-20.00,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-77.78%,-7.00,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,-93.28%,"-172,064.00",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,-87.50%,-7.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-50.08%,"-1,343,523.82",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-95.39%,-207.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-92.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-8,771.56",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-45.54,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-90.95%,"-3,298,288.89",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-99.00%,-199.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-12.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-30,263.74",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-6.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-97.45%,"-1,863,358.81",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-99.08%,-216.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-100.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-6,528.57",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-46.95,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-99.63%,"-2,316,204.07",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-99.45%,-181.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-19.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-20,542.60",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-10.56,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,-99.45%,"-2,255,417.34",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,-99.69%,-324.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-63.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-6,482.41",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-19.38,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-58.65%,"-1,899,327.22",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-93.74%,-149.75,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-41.50,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-3,934.06",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-25.95,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - New Business,Total ARR,-91.13%,"-3,369,518.60",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-98.61%,-141.75,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-5.50,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-10,551.94",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-95.94%,"-1,152,890.40",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-98.46%,-128.00,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-41.00,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-3,420.55",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-22.85,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - New Business,Total ARR,-99.50%,"-1,704,731.32",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-99.20%,-123.75,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-9.25,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-7,593.62",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-5.32,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: SMB - New Business,Total ARR,-99.27%,"-1,688,764.42",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: SMB - New Business,# of Opps,-99.47%,-188.50,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-30.00,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-2,942.03",Drop/Decrease
