Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-19.84%,-1242.6811088275344,Currency,5021.299804878049,6263.980913705584
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Win Rate (Count),Increase,3.60%,2.101606030809563,Percentage,60.47197640117994,58.370370370370374
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-10.71%,-7.549733812058925,Days,62.91219512195122,70.46192893401015
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-7610358.31,ARR,0.0,7610358.31
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-911.0,Count,0.0,911.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Total ARR,Drop/Decrease,-3.88%,-244115.03000000026,ARR,6045291.64,6289406.67
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Opps,Drop/Decrease,-7.75%,-44.0,Count,524.0,568.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,Count,101.0,101.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Won ARR,Increase,26.34%,296351.27,ARR,1421251.99,1124900.72
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Avg Sales Price,Increase,26.34%,2934.17099009901,Currency,14071.80188118812,11137.63089108911
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Win Rate (Count),Increase,8.25%,1.4779951266658493,Percentage,19.385796545105567,17.907801418439718
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-9.05%,-6.584158415841586,Days,66.17821782178218,72.76237623762377
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-7853675.21,ARR,0.0,7853675.21
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-581.0,Count,0.0,581.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-5.89%,-313427.6299999999,ARR,5008323.79,5321751.42
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-12.71%,-100.0,Count,687.0,787.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Won Opps,Increase,5.94%,23.0,Count,410.0,387.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Won ARR,Increase,6.62%,127739.67000000016,ARR,2058732.9200000002,1930993.25
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,0.63%,31.653164051175736,Currency,5021.299804878049,4989.646640826873
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Win Rate (Count),Increase,22.04%,10.920119807069824,Percentage,60.47197640117994,49.55185659411011
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,33.92%,15.935450935904711,Days,62.91219512195122,46.97674418604651
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-14861423.07,ARR,0.0,14861423.07
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-1112.0,Count,0.0,1112.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-32.84%,-2956013.490000001,ARR,6045291.64,9001305.13
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-61.07%,-822.0,Count,524.0,1346.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-46.28%,-87.0,Count,101.0,188.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Won ARR,Increase,2.87%,39642.32999999984,ARR,1421251.99,1381609.6600000001
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Avg Sales Price,Increase,91.48%,6722.814327996629,Currency,14071.80188118812,7348.98755319149
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Win Rate (Count),Increase,38.69%,5.408101377819323,Percentage,19.385796545105567,13.977695167286244
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,34.55%,16.992047609016225,Days,66.17821782178218,49.18617021276596
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-12973570.39,ARR,0.0,12973570.39
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-759.0,Count,0.0,759.0
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Total ARR,Drop/Decrease,-1.05%,-53302.4375,ARR,5008323.79,5061626.2275
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-5.63%,-41.0,Count,687.0,728.0
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-0.18%,-0.75,Count,410.0,410.75
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-8.77%,-197949.18499999982,ARR,2058732.9200000002,2256682.105
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-8.91%,-491.24586270096825,Currency,5021.299804878049,5512.545667579017
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Win Rate (Count),Increase,5.47%,3.1342552285024823,Percentage,60.47197640117994,57.337721172677455
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Avg Sales Cycle,Increase,1.38%,0.8575943892037614,Days,62.91219512195122,62.05460073274746
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-10294128.5525,ARR,0.0,10294128.5525
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-924.75,Count,0.0,924.75
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Total ARR,Drop/Decrease,-15.78%,-1132308.9325,ARR,6045291.64,7177600.5725
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Opps,Drop/Decrease,-37.04%,-308.25,Count,524.0,832.25
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-24.77%,-33.25,Count,101.0,134.25
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Won ARR,Increase,21.70%,253422.5525,ARR,1421251.99,1167829.4375
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Avg Sales Price,Increase,56.14%,5059.541216428905,Currency,14071.80188118812,9012.260664759215
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Win Rate (Count),Increase,15.69%,2.6290887004673245,Percentage,19.385796545105567,16.756707844638242
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-1.90%,-1.2819754443066813,Days,66.17821782178218,67.46019326608887
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-9774966.755,ARR,0.0,9774966.755
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-596.0,Count,0.0,596.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Total ARR,Increase,1.36%,68132.26999999955,ARR,5076456.06,5008323.79
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-2.47%,-17.0,Count,670.0,687.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-8.54%,-35.0,Count,375.0,410.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-2.67%,-54987.710000000196,ARR,2003745.21,2058732.9200000002
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,6.41%,322.02075512195097,Currency,5343.32056,5021.299804878049
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-6.61%,-3.9960727867221024,Percentage,56.475903614457835,60.47197640117994
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,6.51%,4.098471544715444,Days,67.01066666666667,62.91219512195122
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-0.91%,-55032.59999999963,ARR,5990259.04,6045291.64
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-4.96%,-26.0,Count,498.0,524.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Won Opps,Increase,4.95%,5.0,Count,106.0,101.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Won ARR,Drop/Decrease,-23.23%,-330174.57000000007,ARR,1091077.42,1421251.99
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-26.85%,-3778.618673640951,Currency,10293.183207547168,14071.80188118812
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Win Rate (Count),Increase,10.02%,1.9421712617354814,Percentage,21.32796780684105,19.385796545105567
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-1.77%,-1.1687838595180295,Days,65.00943396226415,66.17821782178218
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q2,vs Prev Q (FY2025Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Total ARR,Increase,23.73%,973609.1599999997,ARR,5076456.06,4102846.9
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Opps,Increase,7.20%,45.0,Count,670.0,625.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-1.06%,-4.0,Count,375.0,379.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-6.33%,-135452.6200000001,ARR,2003745.21,2139197.83
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-5.33%,-301.0008911873356,Currency,5343.32056,5644.321451187336
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-7.61%,-4.653128643606685,Percentage,56.475903614457835,61.12903225806452
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-1.39%,-0.9471169744942785,Days,67.01066666666667,67.95778364116094
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-11649934.23,ARR,0.0,11649934.23
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-893.0,Count,0.0,893.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Total ARR,Drop/Decrease,-7.25%,-468114.4399999995,ARR,5990259.04,6458373.4799999995
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Opps,Drop/Decrease,-30.25%,-216.0,Count,498.0,714.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-23.19%,-32.0,Count,106.0,138.0
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-4.96%,-56987.49000000022,ARR,1091077.42,1148064.9100000001
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Avg Sales Price,Increase,23.73%,1973.872265518181,Currency,10293.183207547168,8319.310942028987
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Win Rate (Count),Increase,10.04%,1.9459453349309364,Percentage,21.32796780684105,19.382022471910112
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-14.05%,-10.628247197156142,Days,65.00943396226415,75.6376811594203
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-10981460.120000001,ARR,0.0,10981460.120000001
FY2025Q2,vs Prev Year (FY2024Q2),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-558.0,Count,0.0,558.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Total ARR,Increase,1.87%,93186.73999999929,ARR,5076456.06,4983269.32
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-4.69%,-33.0,Count,670.0,703.0
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-9.96%,-41.5,Count,375.0,416.5
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-12.45%,-284871.8125,ARR,2003745.21,2288617.0225
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-3.21%,-177.13839859181098,Currency,5343.32056,5520.458958591811
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-5.98%,-3.591847509987076,Percentage,56.475903614457835,60.06775112444491
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Avg Sales Cycle,Increase,1.47%,0.9722031999430243,Days,67.01066666666667,66.03846346672364
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-6578772.784999999,ARR,0.0,6578772.784999999
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-646.75,Count,0.0,646.75
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Total ARR,Drop/Decrease,-6.96%,-448338.1599999992,ARR,5990259.04,6438597.199999999
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Opps,Drop/Decrease,-20.54%,-128.75,Count,498.0,626.75
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-5.78%,-6.5,Count,106.0,112.5
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Won ARR,Drop/Decrease,-7.36%,-86662.6000000001,ARR,1091077.42,1177740.02
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-3.74%,-399.7810392112042,Currency,10293.183207547168,10692.964246758373
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Win Rate (Count),Increase,17.78%,3.219234617747972,Percentage,21.32796780684105,18.108733189093076
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-9.34%,-6.698771206078774,Days,65.00943396226415,71.70820516834293
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-6531574.157500001,ARR,0.0,6531574.157500001
FY2025Q2,vs Avg of FY2024Q2-FY2025Q1,By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-406.25,Count,0.0,406.25
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Total ARR,Increase,25.48%,1293342.6300000008,ARR,6369798.69,5076456.06
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Opps,Increase,8.21%,55.0,Count,725.0,670.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-4.80%,-18.0,Count,357.0,375.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Won ARR,Increase,1.88%,37654.179999999935,ARR,2041399.39,2003745.21
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,7.02%,374.8850142296915,Currency,5718.205574229692,5343.32056
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-11.09%,-6.264933150322818,Percentage,50.210970464135016,56.475903614457835
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Avg Sales Cycle,Increase,19.01%,12.740033613445377,Days,79.75070028011204,67.01066666666667
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Total ARR,Drop/Decrease,-8.56%,-512789.1299999999,ARR,5477469.91,5990259.04
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Opps,Increase,1.41%,7.0,Count,505.0,498.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-6.60%,-7.0,Count,99.0,106.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-19.41%,-211802.31999999995,ARR,879275.1,1091077.42
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-13.71%,-1411.6165408805027,Currency,8881.566666666666,10293.183207547168
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-7.72%,-1.6460592581332953,Percentage,19.681908548707753,21.32796780684105
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-0.93%,-0.6053935582237528,Days,64.4040404040404,65.00943396226415
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2025Q3,vs Prev Q (FY2025Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Total ARR,Increase,20.87%,1099941.29,ARR,6369798.69,5269857.4
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-10.38%,-84.0,Count,725.0,809.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-26.09%,-126.0,Count,357.0,483.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-17.97%,-447129.47000000044,ARR,2041399.39,2488528.8600000003
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,10.98%,565.9719096334175,Currency,5718.205574229692,5152.233664596274
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-16.73%,-10.088655004029782,Percentage,50.210970464135016,60.2996254681648
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,26.95%,16.92875411033979,Days,79.75070028011204,62.821946169772254
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-7054798.6,ARR,0.0,7054798.6
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-783.0,Count,0.0,783.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Total ARR,Drop/Decrease,-21.32%,-1483847.0999999996,ARR,5477469.91,6961317.01
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Opps,Drop/Decrease,-27.96%,-196.0,Count,505.0,701.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-10.00%,-11.0,Count,99.0,110.0
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Won ARR,Drop/Decrease,-13.52%,-137467.36,ARR,879275.1,1016742.46
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-3.91%,-361.5466060606068,Currency,8881.566666666666,9243.113272727272
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Win Rate (Count),Increase,24.89%,3.922596227790848,Percentage,19.681908548707753,15.759312320916905
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-10.87%,-7.850505050505049,Days,64.4040404040404,72.25454545454545
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-7291161.3,ARR,0.0,7291161.3
FY2025Q3,vs Prev Year (FY2024Q3),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-486.0,Count,0.0,486.0
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Total ARR,Increase,21.87%,1143127.080000001,ARR,6369798.69,5226671.609999999
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Opps,Increase,1.51%,10.75,Count,725.0,714.25
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-14.08%,-58.5,Count,357.0,415.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-9.46%,-213354.4774999998,ARR,2041399.39,2254753.8674999997
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Avg Sales Price,Increase,5.01%,272.99683843471485,Currency,5718.205574229692,5445.208735794977
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-14.76%,-8.693498499408221,Percentage,50.210970464135016,58.90446896354324
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Avg Sales Cycle,Increase,21.20%,13.949016057011974,Days,79.75070028011204,65.80168422310007
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-3666289.2275,ARR,0.0,3666289.2275
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-423.5,Count,0.0,423.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Total ARR,Drop/Decrease,-13.35%,-844098.6799999997,ARR,5477469.91,6321568.59
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,# of Opps,Drop/Decrease,-11.83%,-67.75,Count,505.0,572.75
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-5.26%,-5.5,Count,99.0,104.5
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Won ARR,Drop/Decrease,-24.43%,-284218.0475,ARR,879275.1,1163493.1475
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-20.60%,-2304.8656464712512,Currency,8881.566666666666,11186.432313137917
