Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-37.80%,-141.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-28.72%,-56.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,14.60%,7.634972728113155,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,72.49%,30.63980815347722,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,1391.45%,1496602.1199999999,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,113.34%,121901.38,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-51.10%,-232.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-36.67%,-22.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,236.85%,4245.764842105264,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,42.35%,194437.25,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-20.69%,-94352.12,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-42.86%,-117.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-39.10%,-61.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,15.16%,4.491700404858303,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Increase,30.24%,884.2536282051283,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,241.96%,828188.03,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-24.79%,-84839.44,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-78.02%,-685.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-70.91%,-117.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Increase,33.03%,6.207289293849659,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,41.44%,16.052272727272722,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,158.55%,3288.9204621212116,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Cycle,Increase,60.87%,42.0,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Drop/Decrease,-44.98%,-2582.4,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Total ARR,Increase,3119.65%,75358.29999999999,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-42.31%,-16.923076923076923,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Increase,29.28%,8.833333333333332,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Increase,448.46%,1805.5,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,21.89%,345805.2124999999,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-36.96%,-136.0,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,37.16%,16.962180501848444,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Increase,31.40%,20.53464266973762,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Increase,28.45%,1693.353691183237,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,230.24%,2488142.8625000003,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,175.84%,415240.665,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-25.76%,-95.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Increase,25.49%,9.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Increase,68.53%,7.071635853629239,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Increase,16.33%,13.172382305194802,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,107.69%,7036.418417478353,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,56.49%,543193.405,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-33.81%,-118.5,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,26.05%,12.38027222014081,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,57.34%,26.568152486026776,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,131.13%,910097.99,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-47.42%,-200.25,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-37.19%,-22.5,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,23.04%,15.163940825220394,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,82.52%,2730.0559411632603,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,28.84%,146290.31499999994,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-36.78%,-90.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-28.44%,-37.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Increase,13.78%,7.469198255539652,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,37.54%,9.313996724130426,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Increase,23.55%,725.77050715615,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,38.09%,322855.8125,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-22.71%,-75628.6875,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-75.81%,-604.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-68.47%,-104.25,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Increase,31.99%,6.059223787259256,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,47.24%,17.579097929097927,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,124.26%,2971.7797602082596,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Serve - New Business,# of Opps,Drop/Decrease,-45.21%,-8.25,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),Increase,477.78%,9.188034188034187,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Serve - New Business,Avg Sales Cycle,Increase,60.87%,42.0,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Increase,120.07%,1723.2,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Increase,88.03%,10.804195804195803,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Drop/Decrease,-42.29%,-28.58333333333333,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,37.29%,717962.96,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Increase,37.50%,87.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Increase,25.69%,37.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-8.51%,-5.330214639515688,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Drop/Decrease,-12.06%,-10.360075199508898,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-48.83%,-318067.92999999993,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-37.50%,-18.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-33.91%,-5.897051474262868,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Increase,15.66%,14.6875,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Increase,33.09%,222650.08999999997,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Increase,26.62%,37.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Drop/Decrease,-19.93%,-14.531474820143885,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,29.60%,474782.52,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,69.28%,158975.61,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,94.93%,5732.349824561402,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,39.44%,257770.84000000008,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Won ARR,Increase,27.22%,98476.95000000007,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,Increase,37.18%,58.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Increase,30.53%,29.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,50.89%,17.36561969439728,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-22.39%,-5.597014925373134,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Drop/Decrease,-19.42%,-10.637820512820511,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,36.64%,1964.9402884615392,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,# of Opps,Drop/Decrease,-70.00%,-7.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-11.11111111111111,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-3158.4,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Increase,0.00%,100.0,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,Increase,166.67%,5.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Increase,131.11%,30.25641025641026,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Drop/Decrease,-44.55%,-17.375,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Drop/Decrease,-47.98%,-1059.35,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,159.41%,1624343.3499999999,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-20.25%,-81.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,36.85%,15.423844421179538,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,2017.41%,3291656.7,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,109.25%,174024.64000000004,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-40.55%,-178.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-28.57%,-12.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,192.95%,7317.872761904764,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,126.40%,957246.6099999999,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Increase,23.97%,173153.63,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-32.43%,-131.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,41.43%,18.955882352941174,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,22.85%,10.85587431693989,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Increase,28.90%,1140.809645740189,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,1328.80%,1933438.98,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,166.96%,242931.33,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-57.50%,-295.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-60.24%,-50.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,33.77%,21.402336619204085,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,571.44%,10017.688714859436,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,80.60%,406727.30000000005,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-26.46%,-77.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Increase,15.94%,8.078117339434542,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,180.87%,33.15860215053763,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,295.36%,1008804.2500000001,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-78.13%,-718.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-78.92%,-146.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,54.68%,15.607900207900208,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,296.94%,5482.095142065142,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Serve - New Business,# of Opps,Drop/Decrease,-82.35%,-14.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Increase,0.00%,100.0,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,# of Opps,Increase,54.55%,6.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,Increase,700.00%,7.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Increase,486.67%,44.24242424242424,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Drop/Decrease,-79.40%,-83.375,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Drop/Decrease,-87.84%,-8296.35,Currency
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,49.98%,880923.645,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,16.01%,7.9058123574525325,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,77.41%,1507446.065,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-25.38%,-88.75,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-23.57%,-9.25,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Increase,37.67%,29.690848214285722,Days
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,58.44%,632408.9724999999,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Increase,31.69%,215465.39500000014,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,30.87%,15.263618287605418,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,94.62%,1010729.98,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,84.26%,177623.505,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-40.15%,-146.25,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-40.00%,-22.0,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,27.43%,18.25138101660795,Days
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,169.37%,7400.964555198346,Currency
